"sample_id","source_video_id","split"
"Bo-mrL28d8M.003","Bo-mrL28d8M","train"
"Bo-mrL28d8M.004","Bo-mrL28d8M","train"
"BONQpwyg9KQ.000","BONQpwyg9KQ","train"
"BOOMkDl8JwA.005","BOOMkDl8JwA","train"
"BpcQ9THDtp4.000","BpcQ9THDtp4","train"
"BPUFqFLZgZU.005","BPUFqFLZgZU","train"
"BQ9i8qkXiVQ.000","BQ9i8qkXiVQ","train"
"b-qfeGqPd04.000","b-qfeGqPd04","train"
"b-qfeGqPd04.001","b-qfeGqPd04","train"
"b-qfeGqPd04.005","b-qfeGqPd04","train"
"bRoIrXBO9DU.000","bRoIrXBO9DU","train"
"bRoIrXBO9DU.005","bRoIrXBO9DU","train"
"BS0wgLXqFgc.001","BS0wgLXqFgc","train"
"BS0wgLXqFgc.003","BS0wgLXqFgc","train"
"BS0wgLXqFgc.005","BS0wgLXqFgc","train"
"bSeTNdOtK7I.000","bSeTNdOtK7I","train"
"bSeTNdOtK7I.004","bSeTNdOtK7I","train"
"BSkTPW_Qsio.001","BSkTPW_Qsio","train"
"BStHNKV820Q.001","BStHNKV820Q","train"
"BStHNKV820Q.003","BStHNKV820Q","train"
"Bt5zyk-Xf9Q.000","Bt5zyk-Xf9Q","train"
"btcCanysQsw.000","btcCanysQsw","train"
"btcCanysQsw.001","btcCanysQsw","train"
"btcCanysQsw.003","btcCanysQsw","train"
"btcCanysQsw.004","btcCanysQsw","train"
"btcCanysQsw.005","btcCanysQsw","train"
"bt-ev53zZWE.001","bt-ev53zZWE","train"
"bTLTLzXehPE.003","bTLTLzXehPE","train"
"BuKzIqR4eBU.001","BuKzIqR4eBU","train"
"bviHajVIie0.005","bviHajVIie0","train"
"BWAEpai6FK0.002","BWAEpai6FK0","train"
"BWAEpai6FK0.003","BWAEpai6FK0","train"
"BxdFQhBNZys.000","BxdFQhBNZys","train"
"BxdFQhBNZys.004","BxdFQhBNZys","train"
"bYXRyimxh7A.000","bYXRyimxh7A","train"
"bYXRyimxh7A.002","bYXRyimxh7A","train"
"bYXRyimxh7A.003","bYXRyimxh7A","train"
"bYXRyimxh7A.004","bYXRyimxh7A","train"
"BZ3FEf_KKso.000","BZ3FEf_KKso","train"
"BZ3FEf_KKso.001","BZ3FEf_KKso","train"
"Bz3Jx4QL_6Q.001","Bz3Jx4QL_6Q","train"
"Bz3Jx4QL_6Q.003","Bz3Jx4QL_6Q","train"
"Bz3Jx4QL_6Q.004","Bz3Jx4QL_6Q","train"
"bZAKBS9q0ZI.002","bZAKBS9q0ZI","train"
"bZAKBS9q0ZI.004","bZAKBS9q0ZI","train"
"bzaOB8BoWPU.000","bzaOB8BoWPU","train"
"bzaOB8BoWPU.002","bzaOB8BoWPU","train"
"bzaOB8BoWPU.003","bzaOB8BoWPU","train"
"bzaOB8BoWPU.005","bzaOB8BoWPU","train"
"bzFTA6kGyA8.002","bzFTA6kGyA8","train"
"bzIxJ-gtvUw.005","bzIxJ-gtvUw","train"
"bZoN9xp9vgs.001","bZoN9xp9vgs","train"
"C_NtwmmF2Ys.002","C_NtwmmF2Ys","train"
"C_NtwmmF2Ys.003","C_NtwmmF2Ys","train"
"C_NtwmmF2Ys.004","C_NtwmmF2Ys","train"
"c_pyBvsSlCY.004","c_pyBvsSlCY","train"
"-c_tyGzShwk.004","-c_tyGzShwk","train"
"C0uc-2KrnnQ.001","C0uc-2KrnnQ","train"
"C0uc-2KrnnQ.002","C0uc-2KrnnQ","train"
"C0UMWrEJ2x0.004","C0UMWrEJ2x0","train"
"C0UMWrEJ2x0.005","C0UMWrEJ2x0","train"
"C23rns4ZCy8.004","C23rns4ZCy8","train"
"-c2HtptBFxY.002","-c2HtptBFxY","train"
"c2LeNguVNrI.002","c2LeNguVNrI","train"
"c2LeNguVNrI.003","c2LeNguVNrI","train"
"C2MEPH7x9m0.001","C2MEPH7x9m0","train"
"c3esnCQDoKc.003","c3esnCQDoKc","train"
"c3esnCQDoKc.004","c3esnCQDoKc","train"
"C3knX70mzxQ.004","C3knX70mzxQ","train"
"C3knX70mzxQ.005","C3knX70mzxQ","train"
"c3SQSM9OIsA.001","c3SQSM9OIsA","train"
"c3SQSM9OIsA.005","c3SQSM9OIsA","train"
"C-48U5oDuvw.003","C-48U5oDuvw","train"
"C-48U5oDuvw.004","C-48U5oDuvw","train"
"c4XnKouozXU.000","c4XnKouozXU","train"
"c4XnKouozXU.001","c4XnKouozXU","train"
"c4XnKouozXU.003","c4XnKouozXU","train"
"c4XnKouozXU.004","c4XnKouozXU","train"
"c4YxfATgYkw.002","c4YxfATgYkw","train"
"-C5M9g4Quzc.002","-C5M9g4Quzc","train"
"C5qRszPK9HY.001","C5qRszPK9HY","train"
"C5qRszPK9HY.003","C5qRszPK9HY","train"
"c5ZnKbaNCE8.000","c5ZnKbaNCE8","train"
"c5ZnKbaNCE8.003","c5ZnKbaNCE8","train"
"c5ZnKbaNCE8.005","c5ZnKbaNCE8","train"
"c672aEuUa-g.002","c672aEuUa-g","train"
"c672aEuUa-g.004","c672aEuUa-g","train"
"c7tczvW3_dQ.000","c7tczvW3_dQ","train"
"c7tczvW3_dQ.002","c7tczvW3_dQ","train"
"c7tczvW3_dQ.005","c7tczvW3_dQ","train"
"C8xZ0vhrrFE.000","C8xZ0vhrrFE","train"
"C8xZ0vhrrFE.002","C8xZ0vhrrFE","train"
"C8xZ0vhrrFE.003","C8xZ0vhrrFE","train"
"C8xZ0vhrrFE.005","C8xZ0vhrrFE","train"
"cA43Gfcg0QA.000","cA43Gfcg0QA","train"
"cA43Gfcg0QA.001","cA43Gfcg0QA","train"
"cA43Gfcg0QA.003","cA43Gfcg0QA","train"
"cA43Gfcg0QA.004","cA43Gfcg0QA","train"
"CbNAOLHByZQ.004","CbNAOLHByZQ","train"
"cBR5cDwwdno.001","cBR5cDwwdno","train"
"cBR5cDwwdno.003","cBR5cDwwdno","train"
"cBR5cDwwdno.004","cBR5cDwwdno","train"
"cBR5cDwwdno.005","cBR5cDwwdno","train"
"c-c6xhtIq84.004","c-c6xhtIq84","train"
"CCe1J5grs8U.005","CCe1J5grs8U","train"
"CcVuoHZqp6k.004","CcVuoHZqp6k","train"
"Cdh_OCMZ4U8.000","Cdh_OCMZ4U8","train"
"CDTo7WVyf5s.001","CDTo7WVyf5s","train"
"cdtZKwM5NIM.004","cdtZKwM5NIM","train"
"CdUYBux3Vn8.000","CdUYBux3Vn8","train"
"CdUYBux3Vn8.002","CdUYBux3Vn8","train"
"CdUYBux3Vn8.005","CdUYBux3Vn8","train"
"CdY1ZLrWTtg.000","CdY1ZLrWTtg","train"
"CdY1ZLrWTtg.002","CdY1ZLrWTtg","train"
"ce7t2PgzMGw.000","ce7t2PgzMGw","train"
"CESTtNvDpww.003","CESTtNvDpww","train"
"cFGjJg-2zOk.000","cFGjJg-2zOk","train"
"cFGjJg-2zOk.001","cFGjJg-2zOk","train"
"cFGjJg-2zOk.002","cFGjJg-2zOk","train"
"cFGjJg-2zOk.003","cFGjJg-2zOk","train"
"cFGjJg-2zOk.005","cFGjJg-2zOk","train"
"CFk4v2Kd5Ns.002","CFk4v2Kd5Ns","train"
"CFk4v2Kd5Ns.005","CFk4v2Kd5Ns","train"
"CFK8ib0aWe8.000","CFK8ib0aWe8","train"
"CFK8ib0aWe8.001","CFK8ib0aWe8","train"
"CFK8ib0aWe8.003","CFK8ib0aWe8","train"
"CfNbSToI21k.004","CfNbSToI21k","train"
"CfNbSToI21k.005","CfNbSToI21k","train"
"CGfr9jl8w4Y.001","CGfr9jl8w4Y","train"
"CGfr9jl8w4Y.004","CGfr9jl8w4Y","train"
"CGfr9jl8w4Y.005","CGfr9jl8w4Y","train"
"cgGCyBMdGrA.001","cgGCyBMdGrA","train"
"cgGCyBMdGrA.003","cgGCyBMdGrA","train"
"cgp1OzTOq1o.000","cgp1OzTOq1o","train"
"cgp1OzTOq1o.002","cgp1OzTOq1o","train"
"cgp1OzTOq1o.004","cgp1OzTOq1o","train"
"cgp1OzTOq1o.005","cgp1OzTOq1o","train"
"cgT-3CHBmKs.000","cgT-3CHBmKs","train"
"cgT-3CHBmKs.003","cgT-3CHBmKs","train"
"cgT-3CHBmKs.004","cgT-3CHBmKs","train"
"cgT-3CHBmKs.005","cgT-3CHBmKs","train"
"ch2BcBv4SdQ.002","ch2BcBv4SdQ","train"
"CHkKv9TXm0g.000","CHkKv9TXm0g","train"
"ciWUq6iQTIE.000","ciWUq6iQTIE","train"
"ciWUq6iQTIE.002","ciWUq6iQTIE","train"
"cjbh1lfr43c.005","cjbh1lfr43c","train"
"CJhP12Gi8sg.002","CJhP12Gi8sg","train"
"CJjNcuBLjMM.001","CJjNcuBLjMM","train"
"CJT7z9PaU68.004","CJT7z9PaU68","train"
"Cl5jhuLQ9Dg.001","Cl5jhuLQ9Dg","train"
"Cl5jhuLQ9Dg.002","Cl5jhuLQ9Dg","train"
"Cl5jhuLQ9Dg.003","Cl5jhuLQ9Dg","train"
"Cl5jhuLQ9Dg.004","Cl5jhuLQ9Dg","train"
"Cl5jhuLQ9Dg.005","Cl5jhuLQ9Dg","train"
"Cl7vQ9QR0es.000","Cl7vQ9QR0es","train"
"Cl7vQ9QR0es.001","Cl7vQ9QR0es","train"
"Cl7vQ9QR0es.002","Cl7vQ9QR0es","train"
"Cl7vQ9QR0es.003","Cl7vQ9QR0es","train"
"Cl7vQ9QR0es.004","Cl7vQ9QR0es","train"
"Cl7vQ9QR0es.005","Cl7vQ9QR0es","train"
"cLaZxEf1nE4.001","cLaZxEf1nE4","train"
"cLaZxEf1nE4.002","cLaZxEf1nE4","train"
"cLaZxEf1nE4.003","cLaZxEf1nE4","train"
"CLGJCzz6tIU.001","CLGJCzz6tIU","train"
"clMg72MI8rw.004","clMg72MI8rw","train"
"Cng72emlXAM.004","Cng72emlXAM","train"
"Cng72emlXAM.005","Cng72emlXAM","train"
"cnsvc0alWOA.000","cnsvc0alWOA","train"
"cnsvc0alWOA.004","cnsvc0alWOA","train"
"cNXnowQb7rs.002","cNXnowQb7rs","train"
"cNXnowQb7rs.003","cNXnowQb7rs","train"
"cNXnowQb7rs.004","cNXnowQb7rs","train"
"cNXnowQb7rs.005","cNXnowQb7rs","train"
"CO7vZjYF6Zk.000","CO7vZjYF6Zk","train"
"CO7vZjYF6Zk.001","CO7vZjYF6Zk","train"
"CO7vZjYF6Zk.002","CO7vZjYF6Zk","train"
"cOirMOCpdo8.000","cOirMOCpdo8","train"
"cOirMOCpdo8.001","cOirMOCpdo8","train"
"cOirMOCpdo8.003","cOirMOCpdo8","train"
"cOirMOCpdo8.005","cOirMOCpdo8","train"
"cOo5N1qblyw.003","cOo5N1qblyw","train"
"cOossY5pTrU.001","cOossY5pTrU","train"
"cOossY5pTrU.002","cOossY5pTrU","train"
"cOossY5pTrU.003","cOossY5pTrU","train"
"cP_dSXql7z8.000","cP_dSXql7z8","train"
"cP_dSXql7z8.001","cP_dSXql7z8","train"
"cP_dSXql7z8.002","cP_dSXql7z8","train"
"cP_dSXql7z8.003","cP_dSXql7z8","train"
"cP_dSXql7z8.004","cP_dSXql7z8","train"
"cP_dSXql7z8.005","cP_dSXql7z8","train"
"CpmR-91GxmY.000","CpmR-91GxmY","train"
"CpmR-91GxmY.002","CpmR-91GxmY","train"
"CpmR-91GxmY.004","CpmR-91GxmY","train"
"CpmR-91GxmY.005","CpmR-91GxmY","train"
"CPtaCNonKlE.000","CPtaCNonKlE","train"
"CPtaCNonKlE.002","CPtaCNonKlE","train"
"CPtaCNonKlE.003","CPtaCNonKlE","train"
"CPtaCNonKlE.004","CPtaCNonKlE","train"
"cpzY1b6wJqs.002","cpzY1b6wJqs","train"
"CQMH9Qguuao.000","CQMH9Qguuao","train"
"CQMH9Qguuao.003","CQMH9Qguuao","train"
"CQMH9Qguuao.004","CQMH9Qguuao","train"
"CQMH9Qguuao.005","CQMH9Qguuao","train"
"CqQavmWSLrI.000","CqQavmWSLrI","train"
"CqQavmWSLrI.001","CqQavmWSLrI","train"
"CqQavmWSLrI.002","CqQavmWSLrI","train"
"CqQavmWSLrI.003","CqQavmWSLrI","train"
"CqQavmWSLrI.004","CqQavmWSLrI","train"
"CqQavmWSLrI.005","CqQavmWSLrI","train"
"cQRFb-xa4Vc.002","cQRFb-xa4Vc","train"
"cQRFb-xa4Vc.005","cQRFb-xa4Vc","train"
"cRDYrvxRJ6U.001","cRDYrvxRJ6U","train"
"cRg95950rAg.001","cRg95950rAg","train"
"CRLsCyMfskE.000","CRLsCyMfskE","train"
"CRLsCyMfskE.001","CRLsCyMfskE","train"
"CRLsCyMfskE.002","CRLsCyMfskE","train"
"CRLsCyMfskE.003","CRLsCyMfskE","train"
"CRLsCyMfskE.004","CRLsCyMfskE","train"
"cSyVbIYfwxA.004","cSyVbIYfwxA","train"
"cT3oyHhUznw.003","cT3oyHhUznw","train"
"cT3oyHhUznw.004","cT3oyHhUznw","train"
"cTbfp7nkX8c.000","cTbfp7nkX8c","train"
"cTbfp7nkX8c.002","cTbfp7nkX8c","train"
"cTbfp7nkX8c.005","cTbfp7nkX8c","train"
"CTWMisL_HlI.000","CTWMisL_HlI","train"
"CTWMisL_HlI.003","CTWMisL_HlI","train"
"CTWMisL_HlI.004","CTWMisL_HlI","train"
"CTWMisL_HlI.005","CTWMisL_HlI","train"
"CuGuiOZ48Ig.000","CuGuiOZ48Ig","train"
"CuGuiOZ48Ig.001","CuGuiOZ48Ig","train"
"CuGuiOZ48Ig.002","CuGuiOZ48Ig","train"
"CuGuiOZ48Ig.004","CuGuiOZ48Ig","train"
"CuGuiOZ48Ig.005","CuGuiOZ48Ig","train"
"CUiG7UZ9A3k.002","CUiG7UZ9A3k","train"
"CUiG7UZ9A3k.005","CUiG7UZ9A3k","train"
"cuyIFvYNLFE.000","cuyIFvYNLFE","train"
"CV930dFsubs.000","CV930dFsubs","train"
"CV930dFsubs.002","CV930dFsubs","train"
"CV930dFsubs.003","CV930dFsubs","train"
"cvg03XGFjCk.001","cvg03XGFjCk","train"
"cvg03XGFjCk.002","cvg03XGFjCk","train"
"cvg03XGFjCk.004","cvg03XGFjCk","train"
"cvg03XGFjCk.005","cvg03XGFjCk","train"
"cvHqtadNJDo.000","cvHqtadNJDo","train"
"cvHqtadNJDo.004","cvHqtadNJDo","train"
"Cvuu76B-bxA.000","Cvuu76B-bxA","train"
"Cvuu76B-bxA.001","Cvuu76B-bxA","train"
"Cvuu76B-bxA.002","Cvuu76B-bxA","train"
"Cvuu76B-bxA.003","Cvuu76B-bxA","train"
"Cvuu76B-bxA.005","Cvuu76B-bxA","train"
"CwFH8J7smjE.005","CwFH8J7smjE","train"
"CwmjP27fivQ.005","CwmjP27fivQ","train"
"CwYNQlRTvPc.000","CwYNQlRTvPc","train"
"cWZudzeJVXg.000","cWZudzeJVXg","train"
"cWZudzeJVXg.002","cWZudzeJVXg","train"
"cWZudzeJVXg.003","cWZudzeJVXg","train"
"cWZudzeJVXg.004","cWZudzeJVXg","train"
"cx8IycWgMVs.003","cx8IycWgMVs","train"
"cx8IycWgMVs.005","cx8IycWgMVs","train"
"cxJ0u6r0-pU.000","cxJ0u6r0-pU","train"
"cxJ0u6r0-pU.001","cxJ0u6r0-pU","train"
"cxJ0u6r0-pU.002","cxJ0u6r0-pU","train"
"cxJ0u6r0-pU.003","cxJ0u6r0-pU","train"
"cxJ0u6r0-pU.005","cxJ0u6r0-pU","train"
"cY3nHc5fDYE.000","cY3nHc5fDYE","train"
"cY3nHc5fDYE.003","cY3nHc5fDYE","train"
"cyma9Q6QF6M.001","cyma9Q6QF6M","train"
"CyzKot0CNyU.000","CyzKot0CNyU","train"
"cZ6xhB5yhfY.001","cZ6xhB5yhfY","train"
"czImT1Wn1og.001","czImT1Wn1og","train"
"czImT1Wn1og.002","czImT1Wn1og","train"
"D_FGBb-1B1o.001","D_FGBb-1B1o","train"
"D_FGBb-1B1o.002","D_FGBb-1B1o","train"
"D_FGBb-1B1o.003","D_FGBb-1B1o","train"
"d_POf1pikX0.000","d_POf1pikX0","train"
"d_POf1pikX0.005","d_POf1pikX0","train"
"D0dE-lErszk.002","D0dE-lErszk","train"
"d1eh3dHNi1Y.001","d1eh3dHNi1Y","train"
"D3AomvNhR1k.003","D3AomvNhR1k","train"
"d4cPiUXpGbc.000","d4cPiUXpGbc","train"
"d4cPiUXpGbc.002","d4cPiUXpGbc","train"
"d4cPiUXpGbc.005","d4cPiUXpGbc","train"
"D4hPHPp1W-Q.000","D4hPHPp1W-Q","train"
"D4hPHPp1W-Q.004","D4hPHPp1W-Q","train"
"D4hPHPp1W-Q.005","D4hPHPp1W-Q","train"
"d4iSwRMV0bA.002","d4iSwRMV0bA","train"
"D4TU65xbF4g.000","D4TU65xbF4g","train"
"D4TU65xbF4g.001","D4TU65xbF4g","train"
"D4TU65xbF4g.002","D4TU65xbF4g","train"
"D4TU65xbF4g.005","D4TU65xbF4g","train"
"d5ujzxBlvwY.001","d5ujzxBlvwY","train"
"d69zeSpdyCI.000","d69zeSpdyCI","train"
"d8skGb2ycio.000","d8skGb2ycio","train"
"d8skGb2ycio.003","d8skGb2ycio","train"
"d9_YDJdF-7I.000","d9_YDJdF-7I","train"
"d9_YDJdF-7I.002","d9_YDJdF-7I","train"
"d9_YDJdF-7I.003","d9_YDJdF-7I","train"
"datcFOBWYxc.001","datcFOBWYxc","train"
"datcFOBWYxc.003","datcFOBWYxc","train"
"datcFOBWYxc.005","datcFOBWYxc","train"
"dB2XYhvqUBU.000","dB2XYhvqUBU","train"
"dB2XYhvqUBU.001","dB2XYhvqUBU","train"
"dB2XYhvqUBU.003","dB2XYhvqUBU","train"
"dB2XYhvqUBU.004","dB2XYhvqUBU","train"
"dB65He57Ki8.001","dB65He57Ki8","train"
"dB65He57Ki8.002","dB65He57Ki8","train"
"dB65He57Ki8.005","dB65He57Ki8","train"
"dB-kMg4t-V8.001","dB-kMg4t-V8","train"
"dB-kMg4t-V8.002","dB-kMg4t-V8","train"
"DbNFwVi_61Q.000","DbNFwVi_61Q","train"
"DChmTb-c9uM.001","DChmTb-c9uM","train"
"DChmTb-c9uM.004","DChmTb-c9uM","train"
"DChmTb-c9uM.005","DChmTb-c9uM","train"
"DCROfrHI1MU.000","DCROfrHI1MU","train"
"DCROfrHI1MU.001","DCROfrHI1MU","train"
"DctPau1p7JM.001","DctPau1p7JM","train"
"DctPau1p7JM.002","DctPau1p7JM","train"
"d-cZdeTp0jo.000","d-cZdeTp0jo","train"
"d-cZdeTp0jo.001","d-cZdeTp0jo","train"
"dd0z9mErfSo.002","dd0z9mErfSo","train"
"dd0z9mErfSo.005","dd0z9mErfSo","train"
"dDi6vy-OZRg.002","dDi6vy-OZRg","train"
"dDi6vy-OZRg.003","dDi6vy-OZRg","train"
"dDi6vy-OZRg.005","dDi6vy-OZRg","train"
"De4i7-FX9Og.001","De4i7-FX9Og","train"
"De4i7-FX9Og.004","De4i7-FX9Og","train"
"DefePa0_6Sg.001","DefePa0_6Sg","train"
"DefePa0_6Sg.002","DefePa0_6Sg","train"
"DefePa0_6Sg.005","DefePa0_6Sg","train"
"DegRGUG4Wi0.001","DegRGUG4Wi0","train"
"DegRGUG4Wi0.002","DegRGUG4Wi0","train"
"DegRGUG4Wi0.003","DegRGUG4Wi0","train"
"DfpKVl9Zpdg.003","DfpKVl9Zpdg","train"
"DfpKVl9Zpdg.004","DfpKVl9Zpdg","train"
"DGCGeNlA-Ww.005","DGCGeNlA-Ww","train"
"Dgo98-sCd1w.002","Dgo98-sCd1w","train"
"dgoc29MVjfE.000","dgoc29MVjfE","train"
"dh6iOU2RtTA.001","dh6iOU2RtTA","train"
"dh6iOU2RtTA.003","dh6iOU2RtTA","train"
"Dhbva5oGE7g.000","Dhbva5oGE7g","train"
"Dhbva5oGE7g.003","Dhbva5oGE7g","train"
"DhqfB9chceo.001","DhqfB9chceo","train"
"DhqfB9chceo.003","DhqfB9chceo","train"
"dIa0U29hVvU.001","dIa0U29hVvU","train"
"dIa0U29hVvU.003","dIa0U29hVvU","train"
"dIa0U29hVvU.005","dIa0U29hVvU","train"
"DiaibIBisuM.001","DiaibIBisuM","train"
"DiaibIBisuM.002","DiaibIBisuM","train"
"DiaibIBisuM.003","DiaibIBisuM","train"
"DiaibIBisuM.004","DiaibIBisuM","train"
"DiaibIBisuM.005","DiaibIBisuM","train"
"dJlEHhyij5k.000","dJlEHhyij5k","train"
"dJlEHhyij5k.001","dJlEHhyij5k","train"
"djsoQkroHpo.000","djsoQkroHpo","train"
"djsoQkroHpo.001","djsoQkroHpo","train"
"djsoQkroHpo.003","djsoQkroHpo","train"
"djsoQkroHpo.005","djsoQkroHpo","train"
"dkhnv1EBvKI.000","dkhnv1EBvKI","train"
"dkhnv1EBvKI.001","dkhnv1EBvKI","train"
"dkhnv1EBvKI.002","dkhnv1EBvKI","train"
"dkhnv1EBvKI.003","dkhnv1EBvKI","train"
"dkhnv1EBvKI.004","dkhnv1EBvKI","train"
"dkhnv1EBvKI.005","dkhnv1EBvKI","train"
"dLaqub4BEsA.001","dLaqub4BEsA","train"
"dLaqub4BEsA.002","dLaqub4BEsA","train"
"dLaqub4BEsA.003","dLaqub4BEsA","train"
"dLaqub4BEsA.004","dLaqub4BEsA","train"
"DLds0WJpIQg.001","DLds0WJpIQg","train"
"dLltwqkvsNg.001","dLltwqkvsNg","train"
"dLltwqkvsNg.002","dLltwqkvsNg","train"
"dLltwqkvsNg.003","dLltwqkvsNg","train"
"dLltwqkvsNg.005","dLltwqkvsNg","train"
"DLuwObrDhtc.000","DLuwObrDhtc","train"
"DLuwObrDhtc.001","DLuwObrDhtc","train"
"DLuwObrDhtc.002","DLuwObrDhtc","train"
"dmOKZLeFKCM.002","dmOKZLeFKCM","train"
"dmOKZLeFKCM.004","dmOKZLeFKCM","train"
"dmycfNpiWCE.001","dmycfNpiWCE","train"
"dmycfNpiWCE.002","dmycfNpiWCE","train"
"dmycfNpiWCE.004","dmycfNpiWCE","train"
"dmycfNpiWCE.005","dmycfNpiWCE","train"
"DnTtbAR_Qyw.000","DnTtbAR_Qyw","train"
"DnTtbAR_Qyw.002","DnTtbAR_Qyw","train"
"DnTtbAR_Qyw.004","DnTtbAR_Qyw","train"
"DnTtbAR_Qyw.005","DnTtbAR_Qyw","train"
"dNXqs5HNijI.001","dNXqs5HNijI","train"
"dNXqs5HNijI.002","dNXqs5HNijI","train"
"dNXqs5HNijI.003","dNXqs5HNijI","train"
"dNXqs5HNijI.004","dNXqs5HNijI","train"
"do8FmnQbI5I.000","do8FmnQbI5I","train"
"do8FmnQbI5I.001","do8FmnQbI5I","train"
"do8FmnQbI5I.003","do8FmnQbI5I","train"
"do8FmnQbI5I.004","do8FmnQbI5I","train"
"dOFnHXRLEdM.001","dOFnHXRLEdM","train"
"dOFnHXRLEdM.005","dOFnHXRLEdM","train"
"DogbMnh5k0o.002","DogbMnh5k0o","train"
"-DOqN0d8KHw.002","-DOqN0d8KHw","train"
"-DOqN0d8KHw.003","-DOqN0d8KHw","train"
"Dq7Uep06KOQ.001","Dq7Uep06KOQ","train"
"Dq7Uep06KOQ.005","Dq7Uep06KOQ","train"
"DqA3j7juNs4.000","DqA3j7juNs4","train"
"dQOeQYWIgm8.000","dQOeQYWIgm8","train"
"dQOeQYWIgm8.001","dQOeQYWIgm8","train"
"dQOeQYWIgm8.004","dQOeQYWIgm8","train"
"DQORBD8hINs.005","DQORBD8hINs","train"
"dqVPzqpGX-w.000","dqVPzqpGX-w","train"
"dRP8ZaAryro.000","dRP8ZaAryro","train"
"dRP8ZaAryro.001","dRP8ZaAryro","train"
"dRP8ZaAryro.003","dRP8ZaAryro","train"
"dRP8ZaAryro.004","dRP8ZaAryro","train"
"dRP8ZaAryro.005","dRP8ZaAryro","train"
"dRr2JtdzUpU.004","dRr2JtdzUpU","train"
"dRr2JtdzUpU.005","dRr2JtdzUpU","train"
"dRYEzqUa_Rc.000","dRYEzqUa_Rc","train"
"dS2XOB8kmr4.001","dS2XOB8kmr4","train"
"dT5R3T-Q1kg.002","dT5R3T-Q1kg","train"
"DTZeyoKUPx4.000","DTZeyoKUPx4","train"
"DTZeyoKUPx4.001","DTZeyoKUPx4","train"
"DTZeyoKUPx4.002","DTZeyoKUPx4","train"
"DTZeyoKUPx4.003","DTZeyoKUPx4","train"
"DTZeyoKUPx4.004","DTZeyoKUPx4","train"
"DTZeyoKUPx4.005","DTZeyoKUPx4","train"
"duEi37qVB7k.000","duEi37qVB7k","train"
"dVbo9Ftlyl0.004","dVbo9Ftlyl0","train"
"dVbo9Ftlyl0.005","dVbo9Ftlyl0","train"
"dvCKoyBG1pE.001","dvCKoyBG1pE","train"
"dvCKoyBG1pE.002","dvCKoyBG1pE","train"
"dvCKoyBG1pE.004","dvCKoyBG1pE","train"
"DVh_7dO2cWY.000","DVh_7dO2cWY","train"
"DVh_7dO2cWY.003","DVh_7dO2cWY","train"
"DVh_7dO2cWY.004","DVh_7dO2cWY","train"
"DVh_7dO2cWY.005","DVh_7dO2cWY","train"
"dvMeqVbpKW8.001","dvMeqVbpKW8","train"
"dvMeqVbpKW8.002","dvMeqVbpKW8","train"
"dvMeqVbpKW8.004","dvMeqVbpKW8","train"
"dvMeqVbpKW8.005","dvMeqVbpKW8","train"
"DvmzcQI5cnM.000","DvmzcQI5cnM","train"
"DvmzcQI5cnM.001","DvmzcQI5cnM","train"
"DvmzcQI5cnM.003","DvmzcQI5cnM","train"
"DvmzcQI5cnM.004","DvmzcQI5cnM","train"
"DvmzcQI5cnM.005","DvmzcQI5cnM","train"
"dvU5jYExl0o.003","dvU5jYExl0o","train"
"dVwDf5N2NRA.001","dVwDf5N2NRA","train"
"dVwDf5N2NRA.002","dVwDf5N2NRA","train"
"dVwDf5N2NRA.003","dVwDf5N2NRA","train"
"dVwDf5N2NRA.004","dVwDf5N2NRA","train"
"dVwDf5N2NRA.005","dVwDf5N2NRA","train"
"DvWzedL3QCk.004","DvWzedL3QCk","train"
"DWVJXufR7gE.000","DWVJXufR7gE","train"
"DWVJXufR7gE.001","DWVJXufR7gE","train"
"DxATjKPysfs.000","DxATjKPysfs","train"
"DxATjKPysfs.003","DxATjKPysfs","train"
"DXw4lVoiiWY.000","DXw4lVoiiWY","train"
"DXw4lVoiiWY.001","DXw4lVoiiWY","train"
"DXw4lVoiiWY.002","DXw4lVoiiWY","train"
"DXw4lVoiiWY.003","DXw4lVoiiWY","train"
"DXw4lVoiiWY.004","DXw4lVoiiWY","train"
"DXw4lVoiiWY.005","DXw4lVoiiWY","train"
"DXYRJ8PReoE.000","DXYRJ8PReoE","train"
"DXYRJ8PReoE.002","DXYRJ8PReoE","train"
"dY7jG5gS3JE.000","dY7jG5gS3JE","train"
"dy9EqbKLDP0.001","dy9EqbKLDP0","train"
"dy9EqbKLDP0.002","dy9EqbKLDP0","train"
"dy9EqbKLDP0.003","dy9EqbKLDP0","train"
"DyZlhseSuec.002","DyZlhseSuec","train"
"DyZlhseSuec.003","DyZlhseSuec","train"
"DyZlhseSuec.004","DyZlhseSuec","train"
"DZfcVxy2ceI.000","DZfcVxy2ceI","train"
"DzqJmiQjsZ4.000","DzqJmiQjsZ4","train"
"DzqJmiQjsZ4.002","DzqJmiQjsZ4","train"
"DzqJmiQjsZ4.004","DzqJmiQjsZ4","train"
"DzqJmiQjsZ4.005","DzqJmiQjsZ4","train"
"E_xAcdGpPCI.001","E_xAcdGpPCI","train"
"E_xAcdGpPCI.004","E_xAcdGpPCI","train"
"E_xAcdGpPCI.005","E_xAcdGpPCI","train"
"e07IozLUeKc.001","e07IozLUeKc","train"
"e07IozLUeKc.002","e07IozLUeKc","train"
"e07IozLUeKc.005","e07IozLUeKc","train"
